workload,dataset,resolution,system,total_frames,total_frames_processeds,test_total_time_ms,log_file
FACE_DETECT,DATASET1,MEDIUM,LINUX,163,163,10618,LOG_FACE_DETECT_DATASET1_MEDIUM_LINUX.csv
