workload,dataset,resolution,system,total_frames,total_frames_processeds,test_total_time_ms,log_file
FACE_DETECT,DATASET1,LARGE,LINUX,163,163,33056,LOG_FACE_DETECT_DATASET1_LARGE_LINUX.csv
