workload,dataset,resolution,system,total_frames,total_frames_processeds,test_total_time_ms,log_file
FACE_DETECT,DATASET2,LARGE,Firefox_91_UNIX,101,101,79013,LOG_FACE_DETECT_DATASET2_LARGE_Firefox_91_UNIX.csv
