workload,dataset,resolution,system,total_frames,total_frames_processeds,test_total_time_ms,log_file
FACE_DETECT,DATASET2,MEDIUM,LINUX,101,101,10250,LOG_FACE_DETECT_DATASET2_MEDIUM_LINUX.csv
