workload,dataset,resolution,system,total_frames,total_frames_processeds,test_total_time_ms,log_file
FACE_DETECT,DATASET1,SMALL,LINUX,163,163,4248,LOG_FACE_DETECT_DATASET1_SMALL_LINUX.csv
