workload,dataset,resolution,system,total_frames,total_frames_processeds,test_total_time_ms,log_file
FACE_DETECT,DATASET3,MEDIUM,Firefox_91_UNIX,246,246,60707,LOG_FACE_DETECT_DATASET3_MEDIUM_Firefox_91_UNIX.csv
