workload,dataset,resolution,system,total_frames,total_frames_processeds,test_total_time_ms,log_file
FACE_DETECT,DATASET1,LARGE,Chrome_92_Linux,163,163,107972.69999998808,LOG_FACE_DETECT_DATASET1_LARGE_Chrome_92_Linux.csv
