workload,dataset,resolution,system,total_frames,total_frames_processeds,test_total_time_ms,log_file
FACE_DETECT,DATASET1,LARGE,Firefox_91_UNIX,163,163,107601,LOG_FACE_DETECT_DATASET1_LARGE_Firefox_91_UNIX.csv
