workload,dataset,resolution,system,total_frames,total_frames_processeds,test_total_time_ms,log_file
FACE_DETECT,DATASET3,MEDIUM,LINUX,246,246,18533,LOG_FACE_DETECT_DATASET3_MEDIUM_LINUX.csv
