workload,dataset,resolution,system,total_frames,total_frames_processeds,test_total_time_ms,log_file
FACE_DETECT,DATASET3,LARGE,Chrome_92_Linux,246,246,139975.5,LOG_FACE_DETECT_DATASET3_LARGE_Chrome_92_Linux.csv
