workload,dataset,resolution,system,total_frames,total_frames_processeds,test_total_time_ms,log_file
FACE_DETECT,DATASET3,LARGE,LINUX,246,246,40757,LOG_FACE_DETECT_DATASET3_LARGE_LINUX.csv
