id,dataset,workload,faces_detected,eyes_detected,process_time_ms,pre_time_ms,tag_time_ms,pos_time_ms,total_time_ms,system,resolution_label
0,DATASET3,FACE_DETECT,2,0,234,2, 0, 0, 238,Firefox_91_UNIX,MEDIUM
1,DATASET3,FACE_DETECT,1,0,239,2, 0, 0, 243,Firefox_91_UNIX,MEDIUM
2,DATASET3,FACE_DETECT,1,0,201,1, 0, 0, 204,Firefox_91_UNIX,MEDIUM
3,DATASET3,FACE_DETECT,2,0,238,0, 0, 0, 240,Firefox_91_UNIX,MEDIUM
4,DATASET3,FACE_DETECT,2,0,234,1, 0, 0, 237,Firefox_91_UNIX,MEDIUM
5,DATASET3,FACE_DETECT,1,0,239,2, 0, 0, 242,Firefox_91_UNIX,MEDIUM
6,DATASET3,FACE_DETECT,0,0,187,2, 0, 0, 190,Firefox_91_UNIX,MEDIUM
7,DATASET3,FACE_DETECT,0,0,309,1, 0, 0, 312,Firefox_91_UNIX,MEDIUM
8,DATASET3,FACE_DETECT,1,0,238,2, 0, 0, 241,Firefox_91_UNIX,MEDIUM
9,DATASET3,FACE_DETECT,2,0,241,1, 0, 0, 244,Firefox_91_UNIX,MEDIUM
10,DATASET3,FACE_DETECT,1,0,238,1, 0, 0, 240,Firefox_91_UNIX,MEDIUM
11,DATASET3,FACE_DETECT,2,0,236,2, 0, 0, 244,Firefox_91_UNIX,MEDIUM
12,DATASET3,FACE_DETECT,1,0,227,1, 0, 0, 234,Firefox_91_UNIX,MEDIUM
13,DATASET3,FACE_DETECT,1,0,219,2, 0, 0, 227,Firefox_91_UNIX,MEDIUM
14,DATASET3,FACE_DETECT,1,0,227,1, 0, 0, 233,Firefox_91_UNIX,MEDIUM
15,DATASET3,FACE_DETECT,1,0,226,1, 1, 0, 233,Firefox_91_UNIX,MEDIUM
16,DATASET3,FACE_DETECT,1,0,220,1, 1, 0, 227,Firefox_91_UNIX,MEDIUM
17,DATASET3,FACE_DETECT,1,0,226,1, 0, 0, 233,Firefox_91_UNIX,MEDIUM
18,DATASET3,FACE_DETECT,1,0,229,1, 0, 0, 237,Firefox_91_UNIX,MEDIUM
19,DATASET3,FACE_DETECT,0,0,213,1, 0, 0, 220,Firefox_91_UNIX,MEDIUM
20,DATASET3,FACE_DETECT,1,0,218,2, 0, 0, 225,Firefox_91_UNIX,MEDIUM
21,DATASET3,FACE_DETECT,2,0,233,1, 1, 0, 241,Firefox_91_UNIX,MEDIUM
22,DATASET3,FACE_DETECT,2,0,230,1, 0, 0, 236,Firefox_91_UNIX,MEDIUM
23,DATASET3,FACE_DETECT,3,0,231,2, 1, 0, 239,Firefox_91_UNIX,MEDIUM
24,DATASET3,FACE_DETECT,4,0,228,2, 0, 0, 239,Firefox_91_UNIX,MEDIUM
25,DATASET3,FACE_DETECT,1,0,226,1, 0, 0, 234,Firefox_91_UNIX,MEDIUM
26,DATASET3,FACE_DETECT,1,0,188,1, 0, 0, 194,Firefox_91_UNIX,MEDIUM
27,DATASET3,FACE_DETECT,1,0,189,2, 0, 0, 197,Firefox_91_UNIX,MEDIUM
28,DATASET3,FACE_DETECT,1,0,192,1, 0, 0, 199,Firefox_91_UNIX,MEDIUM
29,DATASET3,FACE_DETECT,1,0,190,1, 0, 0, 196,Firefox_91_UNIX,MEDIUM
30,DATASET3,FACE_DETECT,1,0,186,1, 0, 0, 192,Firefox_91_UNIX,MEDIUM
31,DATASET3,FACE_DETECT,0,0,175,2, 0, 0, 182,Firefox_91_UNIX,MEDIUM
32,DATASET3,FACE_DETECT,1,0,246,1, 0, 0, 254,Firefox_91_UNIX,MEDIUM
33,DATASET3,FACE_DETECT,0,0,271,2, 0, 0, 278,Firefox_91_UNIX,MEDIUM
34,DATASET3,FACE_DETECT,0,0,273,1, 0, 0, 279,Firefox_91_UNIX,MEDIUM
35,DATASET3,FACE_DETECT,0,0,275,2, 0, 0, 281,Firefox_91_UNIX,MEDIUM
36,DATASET3,FACE_DETECT,0,0,268,1, 0, 0, 274,Firefox_91_UNIX,MEDIUM
37,DATASET3,FACE_DETECT,0,0,271,1, 0, 0, 277,Firefox_91_UNIX,MEDIUM
38,DATASET3,FACE_DETECT,0,0,271,1, 0, 0, 278,Firefox_91_UNIX,MEDIUM
39,DATASET3,FACE_DETECT,1,0,250,1, 0, 0, 257,Firefox_91_UNIX,MEDIUM
40,DATASET3,FACE_DETECT,2,0,237,1, 0, 0, 244,Firefox_91_UNIX,MEDIUM
41,DATASET3,FACE_DETECT,2,0,241,1, 0, 0, 248,Firefox_91_UNIX,MEDIUM
42,DATASET3,FACE_DETECT,1,0,237,1, 0, 0, 244,Firefox_91_UNIX,MEDIUM
43,DATASET3,FACE_DETECT,3,0,238,2, 0, 0, 245,Firefox_91_UNIX,MEDIUM
44,DATASET3,FACE_DETECT,0,0,223,2, 0, 0, 231,Firefox_91_UNIX,MEDIUM
45,DATASET3,FACE_DETECT,3,0,227,1, 0, 0, 235,Firefox_91_UNIX,MEDIUM
46,DATASET3,FACE_DETECT,3,0,226,1, 0, 0, 234,Firefox_91_UNIX,MEDIUM
47,DATASET3,FACE_DETECT,3,0,231,1, 1, 0, 239,Firefox_91_UNIX,MEDIUM
48,DATASET3,FACE_DETECT,3,0,224,1, 0, 0, 231,Firefox_91_UNIX,MEDIUM
49,DATASET3,FACE_DETECT,4,0,224,1, 0, 0, 231,Firefox_91_UNIX,MEDIUM
50,DATASET3,FACE_DETECT,3,0,243,2, 0, 0, 252,Firefox_91_UNIX,MEDIUM
51,DATASET3,FACE_DETECT,3,0,244,2, 1, 0, 253,Firefox_91_UNIX,MEDIUM
52,DATASET3,FACE_DETECT,2,0,252,2, 0, 0, 259,Firefox_91_UNIX,MEDIUM
53,DATASET3,FACE_DETECT,3,0,244,1, 0, 0, 252,Firefox_91_UNIX,MEDIUM
54,DATASET3,FACE_DETECT,3,0,243,1, 0, 0, 251,Firefox_91_UNIX,MEDIUM
55,DATASET3,FACE_DETECT,3,0,243,1, 0, 0, 250,Firefox_91_UNIX,MEDIUM
56,DATASET3,FACE_DETECT,1,0,234,2, 0, 0, 242,Firefox_91_UNIX,MEDIUM
57,DATASET3,FACE_DETECT,1,0,224,2, 0, 0, 232,Firefox_91_UNIX,MEDIUM
58,DATASET3,FACE_DETECT,1,0,226,2, 0, 0, 234,Firefox_91_UNIX,MEDIUM
59,DATASET3,FACE_DETECT,1,0,229,1, 0, 0, 236,Firefox_91_UNIX,MEDIUM
60,DATASET3,FACE_DETECT,3,0,250,1, 0, 0, 257,Firefox_91_UNIX,MEDIUM
61,DATASET3,FACE_DETECT,2,0,248,1, 0, 0, 256,Firefox_91_UNIX,MEDIUM
62,DATASET3,FACE_DETECT,2,0,249,1, 0, 0, 256,Firefox_91_UNIX,MEDIUM
63,DATASET3,FACE_DETECT,3,0,250,1, 0, 0, 258,Firefox_91_UNIX,MEDIUM
64,DATASET3,FACE_DETECT,2,0,253,2, 0, 0, 260,Firefox_91_UNIX,MEDIUM
65,DATASET3,FACE_DETECT,3,0,252,1, 0, 0, 260,Firefox_91_UNIX,MEDIUM
66,DATASET3,FACE_DETECT,2,0,251,2, 0, 0, 258,Firefox_91_UNIX,MEDIUM
67,DATASET3,FACE_DETECT,2,0,248,2, 0, 0, 256,Firefox_91_UNIX,MEDIUM
68,DATASET3,FACE_DETECT,2,0,256,1, 0, 0, 263,Firefox_91_UNIX,MEDIUM
69,DATASET3,FACE_DETECT,3,0,250,2, 0, 0, 257,Firefox_91_UNIX,MEDIUM
70,DATASET3,FACE_DETECT,2,0,250,2, 1, 0, 258,Firefox_91_UNIX,MEDIUM
71,DATASET3,FACE_DETECT,3,0,253,1, 0, 0, 260,Firefox_91_UNIX,MEDIUM
72,DATASET3,FACE_DETECT,1,0,247,2, 0, 0, 255,Firefox_91_UNIX,MEDIUM
73,DATASET3,FACE_DETECT,1,0,234,1, 0, 0, 241,Firefox_91_UNIX,MEDIUM
74,DATASET3,FACE_DETECT,0,0,276,1, 0, 0, 282,Firefox_91_UNIX,MEDIUM
75,DATASET3,FACE_DETECT,0,0,278,2, 0, 0, 284,Firefox_91_UNIX,MEDIUM
76,DATASET3,FACE_DETECT,0,0,271,1, 0, 0, 277,Firefox_91_UNIX,MEDIUM
77,DATASET3,FACE_DETECT,0,0,213,1, 0, 0, 221,Firefox_91_UNIX,MEDIUM
78,DATASET3,FACE_DETECT,0,0,369,1, 0, 0, 381,Firefox_91_UNIX,MEDIUM
79,DATASET3,FACE_DETECT,3,0,238,0, 0, 0, 244,Firefox_91_UNIX,MEDIUM
80,DATASET3,FACE_DETECT,2,0,236,1, 0, 0, 243,Firefox_91_UNIX,MEDIUM
81,DATASET3,FACE_DETECT,2,0,234,2, 0, 0, 242,Firefox_91_UNIX,MEDIUM
82,DATASET3,FACE_DETECT,2,0,236,1, 0, 0, 243,Firefox_91_UNIX,MEDIUM
83,DATASET3,FACE_DETECT,2,0,236,2, 0, 0, 243,Firefox_91_UNIX,MEDIUM
84,DATASET3,FACE_DETECT,1,0,185,1, 1, 0, 194,Firefox_91_UNIX,MEDIUM
85,DATASET3,FACE_DETECT,0,0,163,2, 0, 0, 169,Firefox_91_UNIX,MEDIUM
86,DATASET3,FACE_DETECT,0,0,222,2, 0, 0, 229,Firefox_91_UNIX,MEDIUM
87,DATASET3,FACE_DETECT,0,0,164,1, 0, 0, 171,Firefox_91_UNIX,MEDIUM
88,DATASET3,FACE_DETECT,0,0,181,1, 0, 0, 188,Firefox_91_UNIX,MEDIUM
89,DATASET3,FACE_DETECT,0,0,180,2, 0, 0, 188,Firefox_91_UNIX,MEDIUM
90,DATASET3,FACE_DETECT,1,0,176,1, 0, 0, 182,Firefox_91_UNIX,MEDIUM
