id,dataset,workload,faces_detected,eyes_detected,process_time_ms,pre_time_ms,tag_time_ms,pos_time_ms,total_time_ms,system,resolution_label
0,DATASET1,FACE_DETECT,0,0,526,4, 0, 0, 535,Firefox_91_UNIX,LARGE
1,DATASET1,FACE_DETECT,1,0,438,5, 0, 0, 446,Firefox_91_UNIX,LARGE
2,DATASET1,FACE_DETECT,1,0,453,3, 0, 0, 460,Firefox_91_UNIX,LARGE
3,DATASET1,FACE_DETECT,1,0,427,3, 0, 0, 434,Firefox_91_UNIX,LARGE
4,DATASET1,FACE_DETECT,1,0,414,4, 1, 0, 423,Firefox_91_UNIX,LARGE
5,DATASET1,FACE_DETECT,0,0,454,3, 0, 0, 472,Firefox_91_UNIX,LARGE
6,DATASET1,FACE_DETECT,0,0,657,4, 0, 0, 676,Firefox_91_UNIX,LARGE
7,DATASET1,FACE_DETECT,0,0,446,4, 0, 0, 465,Firefox_91_UNIX,LARGE
8,DATASET1,FACE_DETECT,1,0,410,4, 0, 0, 431,Firefox_91_UNIX,LARGE
9,DATASET1,FACE_DETECT,1,0,450,3, 0, 0, 468,Firefox_91_UNIX,LARGE
10,DATASET1,FACE_DETECT,2,0,462,3, 0, 0, 481,Firefox_91_UNIX,LARGE
11,DATASET1,FACE_DETECT,1,0,438,5, 0, 0, 457,Firefox_91_UNIX,LARGE
12,DATASET1,FACE_DETECT,2,0,441,4, 0, 0, 459,Firefox_91_UNIX,LARGE
13,DATASET1,FACE_DETECT,1,0,654,4, 0, 0, 674,Firefox_91_UNIX,LARGE
14,DATASET1,FACE_DETECT,1,0,671,3, 0, 0, 689,Firefox_91_UNIX,LARGE
15,DATASET1,FACE_DETECT,2,0,479,4, 0, 0, 498,Firefox_91_UNIX,LARGE
16,DATASET1,FACE_DETECT,2,0,683,3, 0, 0, 702,Firefox_91_UNIX,LARGE
17,DATASET1,FACE_DETECT,1,0,669,4, 0, 0, 689,Firefox_91_UNIX,LARGE
18,DATASET1,FACE_DETECT,1,0,668,3, 0, 0, 688,Firefox_91_UNIX,LARGE
19,DATASET1,FACE_DETECT,1,0,465,3, 0, 0, 483,Firefox_91_UNIX,LARGE
20,DATASET1,FACE_DETECT,1,0,433,4, 0, 0, 451,Firefox_91_UNIX,LARGE
21,DATASET1,FACE_DETECT,0,0,836,4, 0, 0, 854,Firefox_91_UNIX,LARGE
22,DATASET1,FACE_DETECT,1,0,683,4, 0, 0, 703,Firefox_91_UNIX,LARGE
23,DATASET1,FACE_DETECT,1,0,680,3, 0, 0, 699,Firefox_91_UNIX,LARGE
24,DATASET1,FACE_DETECT,1,0,398,4, 0, 0, 415,Firefox_91_UNIX,LARGE
25,DATASET1,FACE_DETECT,1,0,398,3, 0, 0, 415,Firefox_91_UNIX,LARGE
26,DATASET1,FACE_DETECT,1,0,416,4, 0, 0, 434,Firefox_91_UNIX,LARGE
27,DATASET1,FACE_DETECT,1,0,446,4, 0, 0, 464,Firefox_91_UNIX,LARGE
28,DATASET1,FACE_DETECT,2,0,425,4, 0, 0, 443,Firefox_91_UNIX,LARGE
29,DATASET1,FACE_DETECT,1,0,412,4, 0, 0, 432,Firefox_91_UNIX,LARGE
30,DATASET1,FACE_DETECT,0,0,648,4, 0, 0, 668,Firefox_91_UNIX,LARGE
31,DATASET1,FACE_DETECT,0,0,486,3, 0, 0, 504,Firefox_91_UNIX,LARGE
32,DATASET1,FACE_DETECT,2,0,485,4, 0, 0, 503,Firefox_91_UNIX,LARGE
33,DATASET1,FACE_DETECT,1,0,654,3, 0, 0, 673,Firefox_91_UNIX,LARGE
34,DATASET1,FACE_DETECT,0,0,649,3, 0, 0, 668,Firefox_91_UNIX,LARGE
35,DATASET1,FACE_DETECT,0,0,900,3, 0, 0, 919,Firefox_91_UNIX,LARGE
