workload,dataset,resolution,system,total_frames,total_frames_processeds,test_total_time_ms,log_file
FACE_DETECT,DATASET2,SMALL,LINUX,101,101,4646,LOG_FACE_DETECT_DATASET2_SMALL_LINUX.csv
