workload,dataset,resolution,system,total_frames,total_frames_processeds,test_total_time_ms,log_file
FACE_DETECT,DATASET1,MEDIUM,Firefox_91_UNIX,163,163,44642,LOG_FACE_DETECT_DATASET1_MEDIUM_Firefox_91_UNIX.csv
