workload,dataset,resolution,system,total_frames,total_frames_processeds,test_total_time_ms,log_file
FACE_DETECT,DATASET3,SMALL,LINUX,246,246,9072,LOG_FACE_DETECT_DATASET3_SMALL_LINUX.csv
